Season,Team,age,wins,losses,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,net_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
1968/1969,Boston Celtics,30.5,48,34,55,27,5.57,-0.23,5.35,93.8,89.1,+4.7,117.5,.320,,.480,.431,,,.233,,,,
1968/1969,Philadelphia 76ers,27.9,55,27,53,29,5.05,-0.26,4.79,98.1,93.9,+4.2,120.4,.373,,.506,.454,,,.270,,,,
1968/1969,Los Angeles Lakers,29.5,55,27,52,30,4.15,-0.30,3.84,98.5,94.9,+3.6,112.6,.415,,.511,.469,,,.270,,,,
1968/1969,Baltimore Bullets,25.9,57,25,51,31,4.26,-0.21,4.05,95.2,91.7,+3.5,121.8,.319,,.488,.440,,,.234,,,,
1968/1969,Atlanta Hawks,27.4,48,34,47,35,2.21,-0.15,2.06,97.4,95.5,+1.9,113.9,.355,,.503,.460,,,.244,,,,
1968/1969,San Diego Rockets,25.1,37,45,41,41,-0.20,-0.11,-0.30,92.7,92.8,-0.1,123.8,.352,,.474,.428,,,.240,,,,
1968/1969,Cincinnati Royals,27.9,41,41,38,44,-1.02,0.20,-0.83,100.2,101.1,-0.9,113.6,.389,,.518,.460,,,.292,,,,
1968/1969,San Francisco Warriors,26.4,41,41,37,45,-1.63,0.10,-1.53,92.2,93.5,-1.3,117.1,.359,,.470,.415,,,.258,,,,
1968/1969,Chicago Bulls,25.7,33,49,35,47,-2.26,0.15,-2.11,92.0,94.0,-2.0,113.4,.321,,.469,.418,,,.234,,,,
1968/1969,Detroit Pistons,26.2,32,50,33,49,-3.16,0.37,-2.79,97.3,100.0,-2.7,116.8,.378,,.502,.451,,,.268,,,,
1968/1969,Seattle SuperSonics,25.9,30,52,29,53,-4.85,0.17,-4.68,94.7,98.8,-4.1,117.4,.366,,.486,.435,,,.258,,,,
1968/1969,Milwaukee Bucks,26.7,27,55,28,54,-5.12,0.06,-5.07,93.9,98.2,-4.3,117.5,.319,,.480,.428,,,.238,,,,
1968/1969,Phoenix Suns,24.8,16,66,21,61,-8.73,0.47,-8.26,93.8,101.1,-7.3,118.4,.358,,.480,.430,,,.252,,,,
1969/1970,New York Knicks,27.0,60,22,62,20,9.09,-0.66,8.42,100.3,92.4,+7.9,114.3,.311,,.520,.477,,,.228,,,,
1969/1970,Milwaukee Bucks,24.9,56,26,52,30,4.61,-0.36,4.25,102.1,98.1,+4.0,115.8,.322,,.531,.488,,,.236,,,,
1969/1970,Philadelphia 76ers,28.1,42,40,49,33,3.41,-0.10,3.32,100.5,97.7,+2.8,120.9,.346,,.520,.469,,,.260,,,,
1969/1970,Baltimore Bullets,26.4,50,32,46,36,2.12,-0.19,1.94,98.7,96.9,+1.8,121.0,.310,,.509,.458,,,.239,,,,
1969/1970,Los Angeles Lakers,27.7,46,36,46,36,1.99,-0.23,1.76,99.1,97.4,+1.7,113.9,.332,,.512,.461,,,.250,,,,
1969/1970,Atlanta Hawks,27.3,48,34,42,40,0.41,-0.10,0.31,102.3,101.9,+0.4,114.4,.338,,.531,.483,,,.254,,,,
1969/1970,Chicago Bulls,26.3,39,43,37,45,-1.76,0.04,-1.71,97.6,99.1,-1.5,116.5,.352,,.502,.444,,,.272,,,,
1969/1970,Phoenix Suns,25.4,39,43,37,45,-1.72,0.06,-1.66,101.6,103.1,-1.5,116.7,.416,,.526,.468,,,.310,,,,
1969/1970,Boston Celtics,28.4,34,48,36,46,-1.85,0.26,-1.60,97.3,98.9,-1.6,117.5,.329,,.500,.443,,,.259,,,,
1969/1970,Seattle SuperSonics,27.6,36,46,35,47,-2.52,0.09,-2.43,100.0,102.1,-2.1,116.4,.355,,.516,.462,,,.270,,,,
1969/1970,Cincinnati Royals,27.6,36,46,34,48,-2.95,0.41,-2.55,98.0,100.4,-2.4,118.5,.343,,.505,.455,,,.252,,,,
1969/1970,San Diego Rockets,25.3,27,55,34,48,-3.10,0.15,-2.95,94.4,96.8,-2.4,125.1,.308,,.483,.436,,,.226,,,,
1969/1970,Detroit Pistons,26.2,31,51,33,49,-3.32,0.37,-2.94,100.1,103.1,-3.0,111.6,.376,,.518,.466,,,.276,,,,
1969/1970,San Francisco Warriors,26.7,30,52,30,52,-4.41,0.26,-4.15,94.8,98.6,-3.8,116.3,.322,,.485,.432,,,.244,,,,
1970/1971,Milwaukee Bucks,26.1,66,16,67,15,12.26,-0.34,11.92,103.9,93.1,+10.8,113.4,.305,,.549,.509,,,.226,.424,,,.210
1970/1971,Chicago Bulls,27.4,51,31,54,28,5.24,0.23,5.47,100.5,95.7,+4.8,109.7,.355,,.512,.452,,,.281,.453,,,.215
1970/1971,New York Knicks,28.0,52,30,54,28,5.02,0.03,5.05,97.8,93.3,+4.5,112.2,.294,,.495,.450,,,.218,.431,,,.249
1970/1971,Los Angeles Lakers,28.2,48,34,49,33,3.07,0.19,3.27,98.8,96.1,+2.7,115.7,.346,,.520,.476,,,.246,.446,,,.184
1970/1971,Boston Celtics,26.2,44,38,46,36,2.07,0.23,2.30,97.0,95.3,+1.7,120.2,.307,,.491,.442,,,.232,.440,,,.270
1970/1971,Phoenix Suns,26.0,48,34,46,36,1.90,0.43,2.33,98.2,96.6,+1.6,115.3,.384,,.498,.437,,,.290,.448,,,.277
1970/1971,Philadelphia 76ers,29.0,47,35,45,37,1.55,0.26,1.81,98.8,97.5,+1.3,115.7,.370,,.504,.450,,,.274,.450,,,.290
1970/1971,Baltimore Bullets,27.5,42,40,42,40,0.59,0.33,0.91,96.2,95.7,+0.5,116.5,.300,,.491,.442,,,.226,.446,,,.236
1970/1971,San Diego Rockets,25.0,40,42,40,42,-0.24,0.45,0.21,95.2,95.5,-0.3,118.5,.347,,.478,.421,,,.260,.449,,,.250
1970/1971,Detroit Pistons,25.8,45,37,39,43,-0.74,0.41,-0.33,98.1,98.7,-0.6,111.3,.363,,.504,.449,,,.271,.457,,,.264
1970/1971,San Francisco Warriors,27.4,41,41,37,45,-1.44,0.61,-0.83,94.2,95.5,-1.3,113.5,.320,,.499,.448,,,.243,.428,,,.207
1970/1971,Atlanta Hawks,27.6,36,46,37,45,-1.79,0.49,-1.30,96.9,98.4,-1.5,117.2,.382,,.514,.465,,,.273,.446,,,.222
1970/1971,Seattle SuperSonics,27.1,38,44,36,46,-1.98,0.45,-1.53,98.4,100.1,-1.7,116.5,.347,,.509,.456,,,.262,.469,,,.245
1970/1971,Cincinnati Royals,25.7,33,49,33,49,-3.21,0.25,-2.96,97.1,99.8,-2.7,118.5,.313,,.499,.454,,,.227,.467,,,.269
1970/1971,Portland Trail Blazers,25.4,29,53,30,52,-4.51,-1.69,-6.20,95.4,99.1,-3.7,120.6,.312,,.486,.435,,,.237,.468,,,.244
1970/1971,Buffalo Braves,24.9,22,60,25,57,-6.62,-1.39,-8.02,93.7,99.6,-5.9,111.9,.319,,.483,.436,,,.230,.455,,,.290
1970/1971,Cleveland Cavaliers,24.3,15,67,16,66,-11.17,-0.87,-12.04,92.3,102.4,-10.1,110.6,.306,,.474,.424,,,.228,.465,,,.312
1971/1972,Los Angeles Lakers,29.5,69,13,67,15,12.28,-0.63,11.65,103.1,92.6,+10.5,116.9,.354,,.537,.490,,,.260,.432,,,.177
1971/1972,Milwaukee Bucks,26.3,63,19,66,16,11.16,-0.46,10.70,102.6,92.6,+10.0,111.2,.313,,.540,.498,,,.232,.420,,,.217
1971/1972,Chicago Bulls,27.5,57,25,61,21,8.26,-0.35,7.91,101.9,94.3,+7.6,108.6,.344,,.504,.451,,,.260,.454,,,.266
1971/1972,Phoenix Suns,26.6,49,33,54,28,5.50,0.07,5.57,101.3,96.5,+4.8,113.7,.381,,.518,.457,,,.297,.452,,,.247
1971/1972,Boston Celtics,27.6,56,26,53,29,4.78,-0.40,4.38,99.3,95.2,+4.1,116.1,.281,,.500,.453,,,.218,.444,,,.265
1971/1972,New York Knicks,28.8,48,34,48,34,2.45,-0.17,2.28,98.5,96.3,+2.2,108.0,.300,,.506,.459,,,.227,.443,,,.256
1971/1972,Golden State Warriors,27.7,51,31,43,39,0.77,0.15,0.92,95.6,94.9,+0.7,113.0,.316,,.492,.439,,,.242,.440,,,.209
1971/1972,Seattle SuperSonics,26.7,47,35,42,40,0.46,0.40,0.86,98.5,98.1,+0.4,110.5,.357,,.519,.464,,,.273,.451,,,.209
1971/1972,Baltimore Bullets,26.7,38,44,38,44,-1.17,-0.09,-1.26,96.5,97.6,-1.1,110.5,.307,,.499,.450,,,.233,.452,,,.228
1971/1972,Houston Rockets,24.6,34,48,37,45,-1.56,0.35,-1.22,95.4,96.8,-1.4,114.7,.293,,.481,.434,,,.219,.453,,,.261
1971/1972,Atlanta Hawks,26.8,36,46,36,46,-1.77,-0.17,-1.94,98.7,100.3,-1.6,110.7,.360,,.512,.460,,,.267,.465,,,.249
1971/1972,Philadelphia 76ers,28.3,30,52,32,50,-3.67,0.23,-3.44,96.4,99.5,-3.1,115.8,.351,,.495,.444,,,.254,.459,,,.289
1971/1972,Cincinnati Royals,25.7,30,52,31,51,-4.04,-0.10,-4.13,98.0,101.6,-3.6,109.5,.344,,.512,.459,,,.260,.466,,,.276
1971/1972,Detroit Pistons,26.2,26,56,25,57,-6.84,0.73,-6.11,96.1,102.2,-6.1,112.8,.346,,.506,.454,,,.258,.472,,,.230
1971/1972,Cleveland Cavaliers,24.2,23,59,22,60,-7.63,-0.26,-7.90,94.5,101.4,-6.9,111.5,.296,,.475,.428,,,.218,.485,,,.265
1971/1972,Buffalo Braves,25.0,22,60,19,63,-9.24,-0.20,-9.44,93.6,102.1,-8.5,108.3,.294,,.490,.451,,,.205,.460,,,.287
1971/1972,Portland Trail Blazers,24.5,18,64,19,63,-9.73,0.90,-8.84,94.5,103.1,-8.6,112.3,.318,,.490,.442,,,.234,.486,,,.237
1972/1973,Los Angeles Lakers,30.3,60,22,62,20,8.54,-0.35,8.16,99.4,91.8,+7.6,112.0,.290,,.520,.478,,,.215,.434,,,.139
1972/1973,Milwaukee Bucks,26.4,60,22,62,20,8.22,-0.38,7.84,98.6,91.1,+7.5,108.3,.216,,.514,.481,,,.163,.422,,,.168
1972/1973,Boston Celtics,28.0,68,14,61,21,8.20,-0.85,7.35,98.1,91.0,+7.1,114.5,.244,,.490,.448,,,.190,.434,,,.190
1972/1973,New York Knicks,28.7,57,25,59,23,6.79,-0.72,6.07,98.9,92.5,+6.4,105.9,.224,,.505,.467,,,.175,.435,,,.195
1972/1973,Chicago Bulls,27.7,51,31,51,31,3.49,-0.06,3.43,98.9,95.6,+3.3,104.5,.265,,.488,.444,,,.201,.471,,,.220
1972/1973,Baltimore Bullets,26.3,52,30,50,32,3.35,-0.50,2.85,96.3,93.3,+3.0,108.7,.221,,.497,.464,,,.164,.441,,,.158
1972/1973,Golden State Warriors,28.6,47,35,49,33,3.10,0.03,3.12,96.8,94.0,+2.8,112.2,.229,,.496,.455,,,.183,.441,,,.179
1972/1973,Detroit Pistons,25.4,40,42,42,40,0.22,0.32,0.54,98.4,98.2,+0.2,111.5,.290,,.507,.463,,,.216,.472,,,.176
1972/1973,Atlanta Hawks,27.1,46,36,41,41,0.09,-0.24,-0.15,98.0,98.0,0.0,113.8,.309,,.505,.461,,,.226,.461,,,.208
1972/1973,Phoenix Suns,26.2,38,44,38,44,-1.28,0.32,-0.96,98.4,99.5,-1.1,113.0,.307,,.508,.455,,,.243,.469,,,.218
1972/1973,Houston Rockets,25.7,33,49,37,45,-1.73,-0.08,-1.81,97.9,99.4,-1.5,115.2,.261,,.503,.457,,,.207,.471,,,.215
1972/1973,Cleveland Cavaliers,26.2,32,50,34,48,-2.67,0.03,-2.64,94.0,96.5,-2.5,108.3,.264,,.478,.435,,,.197,.452,,,.222
1972/1973,Kansas City-Omaha Kings,26.3,36,46,33,49,-2.91,0.53,-2.36,99.7,102.4,-2.7,107.3,.269,,.520,.478,,,.208,.484,,,.218
1972/1973,Seattle SuperSonics,25.1,26,56,26,56,-5.90,0.58,-5.33,93.8,99.1,-5.3,110.0,.271,,.494,.449,,,.209,.454,,,.201
1972/1973,Portland Trail Blazers,24.0,21,61,25,57,-6.23,0.56,-5.67,95.9,101.5,-5.6,110.4,.271,,.496,.458,,,.195,.477,,,.231
1972/1973,Buffalo Braves,24.7,21,61,19,63,-9.17,0.32,-8.85,92.9,101.2,-8.3,110.9,.250,,.484,.449,,,.178,.471,,,.218
1972/1973,Philadelphia 76ers,27.6,9,73,15,67,-12.09,0.58,-11.50,90.2,100.6,-10.4,115.2,.258,,.464,.420,,,.193,.473,,,.215
1973/1974,Milwaukee Bucks,27.3,59,23,61,21,8.04,-0.42,7.61,101.2,93.6,+7.6,105.4,.230,,.527,.492,16.9,31.3,.175,.425,15.2,69.4,.192
1973/1974,Detroit Pistons,26.2,52,30,52,30,4.06,-0.04,4.02,97.6,93.8,+3.8,106.5,.288,,.505,.459,17.2,31.3,.220,.450,17.9,69.6,.197
1973/1974,Boston Celtics,28.5,56,26,51,31,3.91,-0.49,3.42,98.6,95.1,+3.5,110.0,.263,,.503,.456,16.8,34.6,.210,.443,15.2,73.1,.186
1973/1974,Chicago Bulls,28.7,54,28,50,32,3.30,-0.10,3.20,96.7,93.6,+3.1,105.0,.314,,.498,.446,16.8,29.5,.242,.460,18.9,69.7,.197
1973/1974,New York Knicks,28.5,49,33,49,33,2.76,-0.34,2.42,97.4,94.7,+2.7,103.5,.232,,.504,.465,15.1,25.6,.180,.446,15.9,72.3,.203
1973/1974,Golden State Warriors,28.4,44,38,48,34,2.56,-0.15,2.42,100.8,98.4,+2.4,108.9,.252,,.506,.464,15.8,33.8,.196,.453,14.2,71.2,.195
1973/1974,Capital Bullets,26.4,47,35,45,37,1.49,-0.30,1.19,95.6,94.2,+1.4,106.3,.237,,.480,.441,15.3,30.6,.177,.451,16.3,70.5,.160
1973/1974,Los Angeles Lakers,28.7,47,35,43,39,0.87,-0.02,0.85,97.4,96.6,+0.8,111.7,.313,,.504,.453,17.7,32.9,.241,.438,15.7,66.1,.185
1973/1974,Buffalo Braves,24.4,42,40,41,41,-0.11,-0.08,-0.19,99.3,99.4,-0.1,111.6,.286,,.524,.480,17.3,29.6,.219,.467,16.4,69.0,.196
1973/1974,Houston Rockets,25.4,32,50,41,41,-0.13,-0.20,-0.34,100.3,100.5,-0.2,106.1,.279,,.528,.480,16.8,28.9,.227,.478,17.0,69.0,.231
1973/1974,Atlanta Hawks,27.1,35,47,37,45,-1.43,-0.04,-1.47,97.7,99.0,-1.3,110.8,.292,,.510,.465,17.3,31.0,.220,.468,17.5,70.4,.246
1973/1974,Seattle SuperSonics,26.0,36,46,34,48,-2.55,0.26,-2.29,96.8,99.1,-2.3,110.2,.260,,.489,.445,15.3,31.1,.199,.463,17.0,69.8,.244
1973/1974,Phoenix Suns,26.2,30,52,32,50,-3.56,0.36,-3.20,98.1,101.3,-3.2,109.6,.289,,.508,.460,16.1,28.2,.225,.467,15.6,69.1,.236
1973/1974,Kansas City-Omaha Kings,26.7,33,49,31,51,-3.73,0.49,-3.24,96.0,99.5,-3.5,106.1,.287,,.506,.459,17.8,29.6,.222,.476,17.4,67.9,.201
1973/1974,Cleveland Cavaliers,26.5,29,53,29,53,-4.33,0.17,-4.16,96.0,100.1,-4.1,104.1,.230,,.480,.439,15.3,31.3,.177,.469,16.6,68.7,.231
1973/1974,Portland Trail Blazers,24.7,27,55,29,53,-4.78,0.48,-4.30,98.2,102.6,-4.4,108.5,.275,,.509,.467,17.5,31.9,.207,.484,16.6,68.5,.241
1973/1974,Philadelphia 76ers,28.4,25,57,24,58,-6.37,0.42,-5.94,93.1,99.0,-5.9,108.3,.275,,.480,.432,16.2,27.6,.212,.468,17.6,66.7,.210
1974/1975,Washington Bullets,26.6,60,22,60,22,7.17,-0.64,6.53,98.0,91.3,+6.7,106.1,.255,,.501,.462,15.7,28.7,.192,.438,18.2,70.0,.202
1974/1975,Boston Celtics,29.1,60,22,56,26,5.72,-0.32,5.40,100.0,94.7,+5.3,106.1,.252,,.502,.458,15.8,33.4,.199,.444,14.7,73.6,.181
1974/1975,Golden State Warriors,25.8,48,34,50,32,3.29,-0.43,2.86,100.4,97.3,+3.1,107.6,.240,,.504,.465,16.3,34.8,.184,.456,16.0,70.7,.218
1974/1975,Chicago Bulls,30.2,47,35,50,32,3.10,-0.22,2.88,97.4,94.4,+3.0,99.7,.311,,.499,.447,15.5,29.5,.241,.448,16.7,73.4,.206
1974/1975,Buffalo Braves,26.4,49,33,47,35,2.15,0.02,2.16,99.8,97.8,+2.0,107.7,.298,,.523,.476,16.8,29.7,.232,.450,16.0,67.9,.190
1974/1975,Houston Rockets,25.2,41,41,44,38,1.06,-0.23,0.84,100.4,99.4,+1.0,102.9,.281,,.524,.477,17.8,33.1,.225,.481,17.3,70.7,.221
1974/1975,Portland Trail Blazers,26.0,38,44,42,40,0.44,-0.17,0.27,98.1,97.7,+0.4,104.7,.318,,.525,.480,18.4,29.0,.236,.450,16.0,69.6,.228
1974/1975,Milwaukee Bucks,26.2,38,44,42,40,0.21,0.04,0.25,98.0,97.8,+0.2,102.1,.237,,.507,.468,15.9,27.9,.184,.444,14.0,70.6,.197
1974/1975,Kansas City-Omaha Kings,25.5,44,38,40,42,-0.29,0.14,-0.16,96.8,97.1,-0.3,104.4,.302,,.505,.449,15.8,26.1,.248,.461,16.3,72.1,.205
1974/1975,Cleveland Cavaliers,25.9,40,42,40,42,-0.37,0.05,-0.31,97.6,98.0,-0.4,100.4,.238,,.498,.462,15.2,28.2,.177,.451,16.5,67.0,.224
1974/1975,Seattle SuperSonics,25.6,43,39,38,44,-1.09,-0.11,-1.19,96.7,97.7,-1.0,105.5,.257,,.496,.456,15.9,29.3,.193,.459,17.1,66.7,.205
1974/1975,New York Knicks,27.7,40,42,38,44,-1.23,0.32,-0.92,97.1,98.3,-1.2,103.1,.264,,.494,.450,14.2,25.6,.203,.457,15.3,71.3,.220
1974/1975,Atlanta Hawks,25.1,31,51,37,45,-1.37,0.04,-1.32,98.3,99.5,-1.2,106.3,.311,,.485,.438,14.8,33.6,.226,.475,17.0,69.4,.214
1974/1975,Detroit Pistons,26.6,40,42,37,45,-1.43,0.24,-1.19,98.3,99.7,-1.4,100.5,.280,,.512,.466,16.4,28.2,.217,.470,15.9,69.5,.194
1974/1975,Phoenix Suns,25.9,32,50,34,48,-2.38,0.02,-2.36,96.4,98.6,-2.2,104.3,.275,,.489,.447,17.2,34.5,.203,.458,16.0,70.7,.243
1974/1975,Philadelphia 76ers,27.7,34,48,32,50,-3.06,0.46,-2.60,95.8,98.8,-3.0,103.4,.273,,.488,.445,16.0,30.4,.205,.461,15.9,69.9,.206
1974/1975,Los Angeles Lakers,28.2,30,52,30,52,-4.07,0.13,-3.94,96.1,99.9,-3.8,106.4,.288,,.495,.450,17.3,31.9,.217,.454,15.4,66.0,.203
1974/1975,New Orleans Jazz,26.0,23,59,21,61,-7.85,0.56,-7.30,92.5,99.7,-7.2,109.4,.299,,.489,.440,17.5,28.1,.229,.478,18.4,68.7,.250
1975/1976,Golden State Warriors,25.5,59,23,58,24,6.65,-0.41,6.23,100.6,94.5,+6.1,108.3,.270,,.504,.462,15.3,33.1,.203,.444,16.9,69.3,.204
1975/1976,Cleveland Cavaliers,26.8,49,33,48,34,2.51,-0.17,2.34,99.5,97.0,+2.5,101.6,.237,,.490,.454,13.5,29.9,.175,.454,16.3,69.5,.224
1975/1976,Boston Celtics,29.0,54,28,47,35,2.34,-0.10,2.25,98.9,96.7,+2.2,106.9,.268,,.493,.446,15.4,34.0,.209,.449,14.1,74.1,.198
1975/1976,Washington Bullets,28.2,48,34,48,34,2.33,-0.13,2.20,97.5,95.3,+2.2,104.3,.306,,.513,.472,16.9,27.5,.220,.442,15.1,71.1,.194
1975/1976,Buffalo Braves,26.2,46,36,43,39,0.83,0.02,0.85,99.0,98.2,+0.8,108.2,.324,,.527,.476,17.3,27.5,.251,.461,16.1,69.7,.209
1975/1976,Phoenix Suns,26.2,42,40,43,39,0.61,-0.02,0.59,98.5,97.9,+0.6,105.6,.322,,.521,.472,18.3,30.6,.245,.468,17.3,69.1,.229
1975/1976,Philadelphia 76ers,26.3,46,36,42,40,0.26,0.07,0.33,98.2,98.0,+0.2,107.5,.318,,.494,.447,16.4,33.8,.234,.448,17.0,65.2,.230
1975/1976,Los Angeles Lakers,28.1,40,42,41,41,0.09,0.09,0.18,98.9,98.8,+0.1,108.0,.284,,.511,.465,15.8,28.5,.219,.450,14.9,67.5,.197
1975/1976,Seattle SuperSonics,24.5,43,39,40,42,-0.28,0.14,-0.15,98.3,98.6,-0.3,107.7,.299,,.499,.458,15.6,31.0,.212,.467,17.9,66.8,.238
1975/1976,Houston Rockets,25.7,40,42,39,43,-0.80,0.09,-0.71,101.1,101.8,-0.7,104.7,.280,,.531,.485,16.9,30.0,.221,.477,15.2,70.3,.208
1975/1976,New Orleans Jazz,25.5,38,44,39,43,-0.89,0.15,-0.74,96.6,97.4,-0.8,106.7,.322,,.499,.447,16.2,29.5,.244,.458,17.1,70.2,.245
1975/1976,Detroit Pistons,25.8,36,46,38,44,-1.05,-0.13,-1.18,99.2,100.2,-1.0,105.2,.270,,.506,.464,16.0,30.9,.205,.467,16.5,67.6,.228
1975/1976,New York Knicks,28.7,38,44,38,44,-1.23,0.19,-1.05,98.0,99.2,-1.2,104.1,.263,,.499,.456,14.3,26.1,.203,.459,14.7,71.8,.230
1975/1976,Portland Trail Blazers,25.4,37,45,38,44,-1.24,0.13,-1.11,96.4,97.6,-1.2,107.7,.322,,.512,.469,18.3,29.6,.233,.452,15.9,71.7,.242
1975/1976,Milwaukee Bucks,24.9,38,44,37,45,-1.45,-0.10,-1.55,97.3,98.7,-1.4,103.9,.263,,.503,.465,16.4,29.6,.193,.446,14.9,68.6,.218
1975/1976,Kansas City Kings,26.2,31,51,33,49,-2.84,0.01,-2.83,97.4,100.1,-2.7,105.7,.316,,.504,.453,16.0,29.0,.243,.466,16.2,69.8,.235
1975/1976,Chicago Bulls,27.4,24,58,33,49,-2.90,0.01,-2.89,95.2,98.0,-2.8,100.3,.293,,.464,.414,14.3,32.9,.220,.467,15.8,74.6,.232
1975/1976,Atlanta Hawks,25.9,29,53,33,49,-2.91,0.26,-2.66,98.4,101.2,-2.8,103.6,.336,,.499,.450,15.6,31.0,.247,.480,16.7,68.2,.216
1976/1977,Portland Trail Blazers,24.5,49,33,55,27,5.59,-0.20,5.39,103.2,98.0,+5.2,108.0,.334,,.530,.481,16.9,33.4,.254,.460,17.2,69.3,.255
1976/1977,Denver Nuggets,27.3,50,32,54,28,5.22,-0.27,4.95,100.7,96.1,+4.6,111.2,.373,,.531,.481,18.8,34.2,.275,.463,18.2,68.0,.211
1976/1977,Philadelphia 76ers,25.6,50,32,51,31,3.94,-0.16,3.78,101.2,97.6,+3.6,108.3,.373,,.530,.480,18.3,34.6,.275,.451,16.7,66.0,.197
1976/1977,Golden State Warriors,25.8,46,36,49,33,3.22,-0.12,3.10,102.4,99.5,+2.9,107.8,.277,,.518,.475,15.6,33.0,.211,.470,17.2,67.8,.224
1976/1977,Los Angeles Lakers,27.2,53,29,48,34,2.72,-0.08,2.64,101.4,98.9,+2.5,104.7,.253,,.515,.478,15.3,31.0,.188,.452,15.6,66.1,.194
1976/1977,Houston Rockets,25.8,49,33,45,37,1.61,-0.17,1.44,104.5,102.9,+1.6,101.3,.287,,.529,.483,16.2,36.0,.226,.465,14.3,70.1,.237
1976/1977,Cleveland Cavaliers,27.4,43,39,44,38,1.12,-0.04,1.08,100.0,98.9,+1.1,101.5,.259,,.489,.449,13.7,32.6,.191,.449,15.7,68.1,.241
1976/1977,Washington Bullets,27.4,48,34,44,38,1.02,-0.12,0.90,99.3,98.4,+0.9,105.9,.303,,.510,.470,16.5,31.6,.217,.458,14.9,70.3,.189
1976/1977,Kansas City Kings,25.9,40,42,43,39,0.88,0.05,0.93,100.5,99.6,+0.9,106.4,.277,,.509,.460,15.4,30.9,.221,.472,17.4,70.3,.264
1976/1977,Chicago Bulls,26.1,44,38,44,38,0.90,0.02,0.92,98.3,97.4,+0.9,100.0,.300,,.498,.452,16.0,33.5,.224,.466,16.8,71.9,.201
1976/1977,Phoenix Suns,26.6,34,48,43,39,0.73,-0.09,0.64,98.1,97.5,+0.6,106.6,.323,,.519,.470,18.1,29.0,.247,.462,18.1,67.9,.265
1976/1977,San Antonio Spurs,25.8,44,38,43,39,0.61,-0.08,0.53,102.5,102.0,+0.5,111.8,.329,,.538,.485,16.8,29.2,.263,.487,16.9,65.7,.187
1976/1977,New York Knicks,27.8,40,42,41,41,-0.01,0.03,0.01,100.1,100.1,0.0,108.1,.276,,.527,.486,16.6,26.4,.211,.470,15.7,69.7,.230
1976/1977,Detroit Pistons,25.8,44,38,38,44,-1.04,0.04,-1.00,100.3,101.3,-1.0,108.8,.252,,.518,.483,16.6,30.7,.185,.472,17.4,65.5,.256
1976/1977,Seattle SuperSonics,25.0,40,42,37,45,-1.55,0.12,-1.43,96.7,98.2,-1.5,106.8,.312,,.491,.450,16.8,33.8,.215,.462,18.4,65.9,.254
1976/1977,Indiana Pacers,25.6,36,46,36,46,-1.77,0.09,-1.68,99.3,101.0,-1.7,107.1,.293,,.495,.449,15.4,33.7,.219,.472,17.2,65.2,.223
1976/1977,Boston Celtics,28.7,44,38,36,46,-1.98,0.08,-1.90,96.5,98.3,-1.8,107.5,.281,,.491,.445,16.1,31.1,.212,.450,13.4,72.8,.204
1976/1977,New Orleans Jazz,26.1,35,47,33,49,-2.82,0.13,-2.68,97.0,99.7,-2.7,107.2,.287,,.501,.453,16.6,31.0,.222,.452,15.5,68.2,.238
1976/1977,Milwaukee Bucks,25.0,30,52,33,49,-3.12,0.13,-2.99,100.0,102.9,-2.9,108.3,.264,,.508,.468,15.8,31.8,.198,.479,15.8,66.6,.222
1976/1977,Atlanta Hawks,24.5,31,51,30,52,-4.06,0.19,-3.87,97.8,101.6,-3.8,104.6,.342,,.508,.457,17.7,32.9,.256,.478,17.0,69.1,.267
1976/1977,Buffalo Braves,25.8,30,52,29,53,-4.44,0.16,-4.28,97.6,101.8,-4.2,107.3,.333,,.502,.450,16.5,30.8,.252,.478,15.5,67.4,.177
1976/1977,New York Nets,25.8,22,60,23,59,-6.78,0.24,-6.54,92.2,98.7,-6.5,103.7,.315,,.478,.429,16.5,28.3,.232,.464,17.5,68.9,.263
1977/1978,Portland Trail Blazers,25.3,58,24,57,25,6.15,-0.23,5.92,103.1,97.2,+5.9,104.2,.307,,.528,.483,16.3,32.0,.233,.449,16.3,69.4,.239
1977/1978,Philadelphia 76ers,26.2,55,27,54,28,5.15,-0.27,4.87,105.0,100.3,+4.7,108.4,.383,,.539,.486,16.7,34.4,.288,.461,16.2,66.4,.232
1977/1978,Phoenix Suns,25.5,49,33,51,31,3.73,-0.24,3.50,100.3,97.0,+3.3,111.4,.297,,.520,.476,16.6,29.8,.223,.469,18.6,68.2,.229
1977/1978,San Antonio Spurs,26.9,52,30,49,33,3.35,-0.15,3.20,104.5,101.4,+3.1,109.0,.294,,.547,.500,16.3,28.6,.237,.472,15.7,65.9,.185
1977/1978,Los Angeles Lakers,25.8,45,37,48,34,2.67,-0.08,2.59,103.3,100.8,+2.5,106.1,.273,,.526,.487,15.3,30.4,.205,.463,15.2,66.0,.194
1977/1978,Seattle SuperSonics,26.0,47,35,45,37,1.55,-0.06,1.48,99.2,97.7,+1.5,104.8,.305,,.489,.447,15.8,35.9,.217,.459,16.5,69.9,.226
